date,vwretd,ewretd,sprtrn
1999-05-26,0.013231,-0.000131,0.015852
1999-05-27,-0.013938,-0.003715,-0.017896
1999-05-28,0.014876,0.00975,0.015943
1999-06-01,-0.007232,-0.002463,-0.005823
1999-06-02,0.001216,-0.003758,0.000425
1999-06-03,0.001975,0.002388,0.003653
1999-06-04,0.019623,0.006824,0.021708
1999-06-07,0.007281,0.007205,0.005099
1999-06-08,-0.01183,-0.003323,-0.012881
1999-06-09,0.002111,0.002573,0.000994
1999-06-10,-0.011097,-0.002141,-0.011997
1999-06-11,-0.007245,-0.00123,-0.007046
1999-06-14,-0.004427,-0.007929,0.000278
1999-06-15,0.004864,-0.001653,0.005533
1999-06-16,0.021943,0.008698,0.02248
1999-06-17,0.007096,0.005546,0.007133
1999-06-18,0.002578,0.00499,0.002194
1999-06-21,0.005859,0.004624,0.004587
1999-06-22,-0.008868,-0.001889,-0.009726
1999-06-23,-0.001549,-0.000424,-0.002111
1999-06-24,-0.012497,-0.00254,-0.012963
1999-06-25,-0.000241,0.002495,-0.000357
1999-06-28,0.011682,0.006292,0.012195
1999-06-29,0.014269,0.007706,0.015098
1999-06-30,0.016033,0.013642,0.015731
1999-07-01,0.00564,0.003088,0.00601
1999-07-02,0.007484,0.008048,0.00743
1999-07-06,-0.000238,0.003267,-0.002228
1999-07-07,0.002208,8e-06,0.005576
1999-07-08,7e-05,0.002422,-0.001032
1999-07-09,0.005734,0.006606,0.006354
1999-07-12,-0.002063,0.002673,-0.002979
1999-07-13,-0.00382,-0.000466,-0.00396
1999-07-14,0.004844,0.005844,0.003308
1999-07-15,0.008301,0.006889,0.008189
1999-07-16,0.004596,0.002708,0.006498
1999-07-19,-0.007754,-0.001196,-0.007845
1999-07-20,-0.021588,-0.011475,-0.021703
1999-07-21,0.002601,0.003005,0.00159
1999-07-22,-0.012949,-0.004801,-0.013282
1999-07-23,-0.003256,-0.003379,-0.002961
1999-07-26,-0.009941,-0.010428,-0.006765
1999-07-27,0.011276,0.0036,0.011189
1999-07-28,0.002207,0.000978,0.001878
1999-07-29,-0.017433,-0.007629,-0.017848
1999-07-30,-0.006751,0.003949,-0.00918
1999-08-02,-0.002197,-0.004401,-0.000504
1999-08-03,-0.007221,-0.01062,-0.00442
1999-08-04,-0.014131,-0.012406,-0.012744
1999-08-05,0.005711,-0.003646,0.00642
1999-08-06,-0.009767,-0.001697,-0.010215
1999-08-09,-0.003409,-0.003693,-0.001915
1999-08-10,-0.011303,-0.0113,-0.012614
1999-08-11,0.01639,0.008748,0.015998
1999-08-12,-0.001113,0.003088,-0.002896
1999-08-13,0.021934,0.009553,0.02274
1999-08-16,0.002624,0.000883,0.002327
1999-08-17,0.009594,0.004493,0.010062
1999-08-18,-0.007271,-0.001106,-0.008422
1999-08-19,-0.007277,-0.0005,-0.00694
1999-08-20,0.008798,0.005398,0.009837
1999-08-23,0.017091,0.004401,0.017664
1999-08-24,0.001877,-0.001846,0.002411
1999-08-25,0.011669,0.002795,0.013414
1999-08-26,-0.011717,-0.001596,-0.014315
1999-08-27,-0.009218,-0.001157,-0.010088
1999-08-30,-0.017294,-0.007599,-0.017986
1999-08-31,-0.001395,0.00072,-0.002727
1999-09-01,0.007404,0.00441,0.008073
1999-09-02,-0.008618,-0.004114,-0.008985
1999-09-03,0.027667,0.012706,0.028906
1999-09-07,-0.00265,0.001397,-0.005003
1999-09-08,-0.004867,-0.001955,-0.004665
1999-09-09,0.003614,0.005568,0.002611
1999-09-10,0.004422,0.006771,0.002968
1999-09-13,-0.006065,-0.001343,-0.005571
1999-09-14,-0.005037,-0.002797,-0.005833
1999-09-15,-0.012358,-0.001742,-0.01371
1999-09-16,-0.001897,-0.006423,0.000387
1999-09-17,0.012215,0.006227,0.012848
1999-09-20,6.2e-05,-0.002586,8.2e-05
1999-09-21,-0.018888,-0.009968,-0.020928
1999-09-22,0.002863,0.001607,0.002241
1999-09-23,-0.022383,-0.010753,-0.022968
1999-09-24,-0.002169,-0.005129,-0.002382
1999-09-27,0.004697,0.004928,0.004658
1999-09-28,-0.002127,-0.006185,-0.000865
1999-09-29,-0.007138,-0.001457,-0.010786
1999-09-30,0.009445,0.00563,0.011306
1999-10-01,-0.001618,-0.000319,7.8e-05
1999-10-04,0.016671,0.004449,0.016986
1999-10-05,-0.000862,-0.002744,-0.002491
1999-10-06,0.017703,0.004503,0.018481
1999-10-07,-0.004065,0.000113,-0.005855
1999-10-08,0.010614,0.003077,0.013949
1999-10-11,0.002385,0.00278,-0.000606
1999-10-12,-0.016319,-0.006387,-0.016604
1999-10-13,-0.020044,-0.009734,-0.020936
1999-10-14,-0.000716,-0.001013,-0.001657
1999-10-15,-0.025649,-0.013602,-0.028058
1999-10-18,0.000193,-0.009485,0.005387
1999-10-19,0.007499,0.004566,0.005733
1999-10-20,0.018696,0.00674,0.022286
1999-10-21,-0.001277,-0.003532,-0.004514
1999-10-22,0.013604,0.00833,0.014054
1999-10-25,-0.003904,-0.001813,-0.006161
1999-10-26,-0.00807,-0.000308,-0.00906
1999-10-27,0.00821,0.001862,0.011545
1999-10-28,0.032519,0.01017,0.035266
1999-10-29,0.017001,0.01001,0.015263
1999-11-01,-0.003595,0.002797,-0.006464
1999-11-02,-0.00278,0.004907,-0.004712
1999-11-03,0.007196,0.008963,0.005335
1999-11-04,0.006528,0.004602,0.00569
1999-11-05,0.007391,0.004939,0.00557
1999-11-08,0.006052,0.005562,0.004948
1999-11-09,-0.007049,0.002203,-0.008518
1999-11-10,0.005549,0.006086,0.005991
1999-11-11,0.004386,0.004146,0.005825
1999-11-12,0.010538,0.006686,0.010569
1999-11-15,0.00131,0.008944,-0.001196
1999-11-16,0.018093,0.009967,0.018417
1999-11-17,-0.006,0.003994,-0.006591
1999-11-18,0.011246,0.009888,0.010087
1999-11-19,-0.000821,0.002456,-0.002063
1999-11-22,-9.6e-05,0.001712,-0.000745
1999-11-23,-0.01234,-0.007774,-0.011471
1999-11-24,0.008769,0.005867,0.008856
1999-11-26,0.00284,0.010904,-0.000325
1999-11-29,-0.006324,-0.000637,-0.006205
1999-11-30,-0.013074,-0.000749,-0.013439
1999-12-01,0.005045,0.002382,0.006343
1999-12-02,0.011141,0.006954,0.008099
1999-12-03,0.015814,0.005111,0.017217
1999-12-06,-0.003118,-7.1e-05,-0.006956
1999-12-07,-0.003852,0.00071,-0.009949
1999-12-08,-0.00092,0.004663,-0.003754
1999-12-09,0.001666,-0.000433,0.003013
1999-12-10,0.005711,0.008035,0.006342
1999-12-13,0.000994,0.005208,-0.001284
1999-12-14,-0.012647,-0.00707,-0.008515
1999-12-15,0.005367,-0.001476,0.007234
1999-12-16,0.006939,0.005041,0.003863
1999-12-17,0.003046,0.002892,0.001586
1999-12-20,-0.000494,-0.001274,-0.002069
1999-12-21,0.015016,0.005575,0.010817
1999-12-22,0.00322,0.002591,0.001884
1999-12-23,0.013459,0.009816,0.015465
1999-12-27,-0.000479,-0.002166,-0.00085
1999-12-28,0.001559,0.004906,0.000384
1999-12-29,0.006572,0.014143,0.003979
1999-12-30,0.000829,0.00527,0.00069
1999-12-31,0.0062,0.016778,0.003264
2000-01-03,-0.006803,0.002878,-0.009549
2000-01-04,-0.039652,-0.017465,-0.038345
2000-01-05,-0.000935,0.007821,0.001922
2000-01-06,-0.007391,0.004504,0.000956
2000-01-07,0.032516,0.017008,0.02709
2000-01-10,0.018608,0.015333,0.01119
2000-01-11,-0.016941,-0.006079,-0.013063
2000-01-12,-0.006922,-0.002505,-0.004386
2000-01-13,0.016265,0.013063,0.01217
2000-01-14,0.011137,0.009119,0.010671
2000-01-18,-0.00086,0.01204,-0.006832
2000-01-19,0.004631,0.008125,0.000522
2000-01-20,-0.002801,0.003468,-0.007095
2000-01-21,0.002655,0.008277,-0.002912
2000-01-24,-0.025311,-0.002527,-0.027634
2000-01-25,0.005547,0.00087,0.006065
2000-01-26,-0.00453,0.003851,-0.004213
2000-01-27,-0.003521,-0.002202,-0.003938
2000-01-28,-0.028051,-0.015015,-0.027457
2000-01-31,0.014744,-0.005371,0.025218
2000-02-01,0.0123,0.008028,0.010628
2000-02-02,0.003106,0.008154,-0.000114
2000-02-03,0.015598,0.013512,0.011248
2000-02-04,0.001022,0.006727,-0.000421
2000-02-07,0.003075,0.009064,-9.1e-05
2000-02-08,0.012724,0.00996,0.012273
2000-02-09,-0.017185,-0.00175,-0.020822
2000-02-10,0.006488,0.007364,0.003634
2000-02-11,-0.017335,-0.001085,-0.020969
2000-02-14,0.002672,0.007272,0.002033
2000-02-15,0.00737,0.001399,0.008713
2000-02-16,-0.00526,0.004001,-0.010256
2000-02-17,0.005036,0.010399,0.000425
2000-02-18,-0.02605,-0.006761,-0.030376
2000-02-22,0.000556,-0.000437,0.004517
2000-02-23,0.012353,0.00551,0.006301
2000-02-24,-0.000378,-0.001434,-0.005336
2000-02-25,-0.009546,0.000961,-0.014829
2000-02-28,0.007756,0.006148,0.011017
2000-02-29,0.019138,0.018831,0.013627
2000-03-01,0.014596,0.014015,0.009346
2000-03-02,-0.000614,0.004548,0.001863
2000-03-03,0.02259,0.014351,0.019837
2000-03-06,-0.006612,0.004817,-0.012695
2000-03-07,-0.021824,-0.00502,-0.025631
2000-03-08,0.006478,0.001191,0.008173
2000-03-09,0.023977,0.013048,0.025602
2000-03-10,-0.002837,0.000308,-0.004723
2000-03-13,-0.014556,-0.008059,-0.008207
2000-03-14,-0.022405,-0.012365,-0.017686
2000-03-15,0.006799,-0.00543,0.02428
2000-03-16,0.041149,0.015255,0.047639
2000-03-17,0.006478,0.003703,0.004114
2000-03-20,-0.016474,-0.01464,-0.005353
2000-03-21,0.019027,-0.004312,0.025566
2000-03-22,0.013567,0.012681,0.004532
2000-03-23,0.014405,0.006424,0.017799
2000-03-24,0.002147,0.001122,7.2e-05
2000-03-27,-0.003358,-0.002379,-0.002357
2000-03-28,-0.013168,-0.008854,-0.010585
2000-03-29,-0.010693,-0.013118,0.000524
2000-03-30,-0.018181,-0.017729,-0.013656
2000-03-31,0.012111,0.013089,0.007164
2000-04-03,-0.017206,-0.02361,0.004931
2000-04-04,-0.012824,-0.028033,-0.007464
2000-04-05,0.00106,0.008262,-0.004924
2000-04-06,0.015859,0.019032,0.009392
2000-04-07,0.014535,0.013005,0.009998
2000-04-10,-0.019337,-0.016988,-0.007841
2000-04-11,-0.010238,-0.015836,-0.002572
2000-04-12,-0.029996,-0.027053,-0.022271
2000-04-13,-0.017135,-0.015751,-0.018171
2000-04-14,-0.066175,-0.063522,-0.058278
2000-04-17,0.029299,-0.009437,0.033084
2000-04-18,0.038392,0.048394,0.028663
2000-04-19,-0.007378,0.011476,-0.009808
2000-04-20,0.000561,0.00305,0.004953
2000-04-24,-0.010579,-0.017588,-0.003262
2000-04-25,0.038638,0.023633,0.033276
2000-04-26,-0.011333,-0.002105,-0.011134
2000-04-27,0.007165,0.004455,0.00269
2000-04-28,0.000973,0.014912,-0.008526
2000-05-01,0.015141,0.018069,0.010892
2000-05-02,-0.019366,-0.008385,-0.014957
2000-05-03,-0.021067,-0.014453,-0.021566
2000-05-04,0.000882,0.006214,-0.003908
2000-05-05,0.015485,0.008431,0.01636
2000-05-08,-0.01019,-0.006955,-0.005905
2000-05-09,-0.011781,-0.010127,-0.008447
2000-05-10,-0.026778,-0.023453,-0.0206
2000-05-11,0.020429,0.013091,0.017903
2000-05-12,0.008521,0.004587,0.009341
2000-05-15,0.020691,0.004772,0.022098
2000-05-16,0.013807,0.00827,0.009419
2000-05-17,-0.013413,-0.00621,-0.012442
2000-05-18,-0.010467,-0.00572,-0.007315
2000-05-19,-0.024081,-0.015357,-0.021055
2000-05-22,-0.007917,-0.015313,-0.004428
2000-05-23,-0.023379,-0.014364,-0.019176
2000-05-24,0.015412,-0.00883,0.018335
2000-05-25,-0.011616,-0.005172,-0.01253
2000-05-26,-0.001787,-0.00273,-0.002533
2000-05-30,0.037875,0.021615,0.032242
2000-05-31,-0.00174,0.002846,-0.001301
2000-06-01,0.025195,0.019431,0.019858
2000-06-02,0.029096,0.030798,0.019637
2000-06-05,-0.003705,0.007911,-0.006519
2000-06-06,-0.007927,0.002692,-0.006671
2000-06-07,0.011114,0.008724,0.009274
2000-06-08,-0.00512,0.001024,-0.006586
2000-06-09,0.001025,0.010069,-0.003229
2000-06-12,-0.011024,-0.006039,-0.007516
2000-06-13,0.014502,0.002502,0.01621
2000-06-14,-0.000844,0.000553,0.000749
2000-06-15,0.00497,-0.002757,0.005569
2000-06-16,-0.006716,-0.001281,-0.00965
2000-06-19,0.016156,0.003178,0.014709
2000-06-20,-0.00243,-2.9e-05,-0.006763
2000-06-21,0.003636,0.003102,0.002155
2000-06-22,-0.018904,-0.006828,-0.01822
2000-06-23,-0.009194,-0.002647,-0.007368
2000-06-26,0.009773,0.003297,0.009594
2000-06-27,-0.0053,-0.002669,-0.003271
2000-06-28,0.007521,0.0095,0.002944
2000-06-29,-0.006933,-0.001189,-0.008544
2000-06-30,0.0074,0.003372,0.008465
2000-07-03,0.010019,0.009012,0.010271
2000-07-05,-0.01579,-0.006561,-0.015862
2000-07-06,0.008412,0.004416,0.007219
2000-07-07,0.014433,0.005068,0.015261
2000-07-10,-0.001199,0.002205,-0.002218
2000-07-11,0.002003,0.000474,0.003565
2000-07-12,0.013264,0.011108,0.00813
2000-07-13,0.005768,0.004407,0.001956
2000-07-14,0.009675,0.006723,0.009453
2000-07-17,0.001402,0.005166,0.000338
2000-07-18,-0.012818,-0.004605,-0.011089
2000-07-19,-0.011338,-0.00679,-0.007886
2000-07-20,0.01325,0.004779,0.009184
2000-07-21,-0.011642,-0.008244,-0.010284
2000-07-24,-0.013586,-0.009734,-0.010742
2000-07-25,0.005435,-0.001802,0.006952
2000-07-26,-0.01171,-0.004929,-0.014955
2000-07-27,-0.009848,-0.013482,-0.001928
2000-07-28,-0.023334,-0.016312,-0.020509
2000-07-31,0.010123,0.0072,0.007705
2000-08-01,0.001448,-0.003007,0.005081
2000-08-02,0.00069,0.000405,0.000417
2000-08-03,0.010131,-0.001755,0.009634
2000-08-04,0.009086,0.008054,0.007139
2000-08-07,0.012497,0.006597,0.011204
2000-08-08,0.001074,0.000142,0.002352
2000-08-09,-0.005173,-3e-06,-0.006697
2000-08-10,-0.009367,-0.004763,-0.008568
2000-08-11,0.008345,0.006001,0.007937
2000-08-14,0.012661,0.005695,0.013398
2000-08-15,-0.003819,-0.001372,-0.00478
2000-08-16,-0.001037,0.002054,-0.003085
2000-08-17,0.011605,0.005199,0.010961
2000-08-18,-0.002649,0.001255,-0.002908
2000-08-21,0.003793,0.002064,0.005202
2000-08-22,0.000292,0.002023,-0.0009
2000-08-23,0.00503,0.002525,0.005233
2000-08-24,0.003506,0.00538,0.001554
2000-08-25,8.4e-05,0.005936,-0.001233
2000-08-28,0.004815,0.005076,0.005072
2000-08-29,-0.000658,0.004756,-0.002807
2000-08-30,-0.000758,0.005594,-0.004802
2000-08-31,0.011971,0.011379,0.010043
2000-09-01,0.004986,0.007552,0.002036
2000-09-05,-0.008874,-6.6e-05,-0.009002
2000-09-06,-0.012165,-0.001757,-0.00984
2000-09-07,0.007519,0.006189,0.006876
2000-09-08,-0.008837,-0.005485,-0.005331
2000-09-11,-0.004717,-0.00339,-0.003506
2000-09-12,-0.005147,-0.002043,-0.004882
2000-09-13,0.003437,0.000306,0.00197
2000-09-14,0.001404,0.004782,-0.002721
2000-09-15,-0.011252,-0.005812,-0.01017
2000-09-18,-0.018459,-0.018946,-0.014531
2000-09-19,0.012571,0.003351,0.010654
2000-09-20,-0.004483,-0.005825,-0.005863
2000-09-21,-0.005631,-0.006886,-0.001578
2000-09-22,0.004009,-0.002141,-0.000228
2000-09-25,-0.004854,-0.004162,-0.006689
2000-09-26,-0.009139,-0.009678,-0.008214
2000-09-27,-0.002495,-0.00702,-0.000448
2000-09-28,0.022718,0.014475,0.022235
2000-09-29,-0.012354,0.000786,-0.014935
2000-10-02,-0.005967,-0.011865,-0.000195
2000-10-03,-0.012101,-0.009384,-0.006803
2000-10-04,0.006403,-0.001517,0.00551
2000-10-05,-0.001192,-0.00579,0.001367
2000-10-06,-0.021603,-0.017421,-0.019001
2000-10-09,-0.003434,-0.005917,-0.00494
2000-10-10,-0.014331,-0.011671,-0.010706
2000-10-11,-0.017175,-0.017667,-0.016171
2000-10-12,-0.027423,-0.020794,-0.02551
2000-10-13,0.03863,0.021598,0.033382
2000-10-16,0.002233,0.002151,0.000327
2000-10-17,-0.019825,-0.018506,-0.017932
2000-10-18,-0.008593,-0.011103,-0.005808
2000-10-19,0.03702,0.025743,0.034743
2000-10-20,0.009775,0.013472,0.005883
2000-10-23,0.000144,0.006074,-0.000823
2000-10-24,-0.00098,0.001383,0.001684
2000-10-25,-0.02745,-0.015678,-0.023768
2000-10-26,0.000603,0.000763,-0.000337
2000-10-27,0.008625,0.005739,0.011096
2000-10-30,0.006715,-0.000126,0.01383
2000-10-31,0.028395,0.02184,0.021978
2000-11-01,-0.004313,0.00162,-0.005723
2000-11-02,0.010034,0.014672,0.004996
2000-11-03,0.000548,0.004919,-0.001141
2000-11-06,0.001272,0.000191,0.003855
2000-11-07,-0.000987,0.001529,-0.000223
2000-11-08,-0.018907,-0.009612,-0.015777
2000-11-09,-0.009808,-0.011622,-0.006486
2000-11-10,-0.026389,-0.017458,-0.024398
2000-11-13,-0.013356,-0.012691,-0.010776
2000-11-14,0.02607,0.015999,0.023452
2000-11-15,0.005432,-0.000117,0.00496
2000-11-16,-0.016411,-0.01376,-0.012585
2000-11-17,-0.004486,-0.001538,-0.003352
2000-11-20,-0.023896,-0.020682,-0.018352
2000-11-21,0.000294,-0.01147,0.003523
2000-11-22,-0.020858,-0.019105,-0.018548
2000-11-24,0.021101,0.020302,0.014678
2000-11-27,0.003675,-0.004631,0.005366
2000-11-28,-0.016877,-0.022906,-0.009548
2000-11-29,0.00064,-0.013996,0.004371
2000-11-30,-0.019168,-0.019429,-0.020105
2000-12-01,0.006217,0.01833,0.000213
2000-12-04,0.003689,-0.010946,0.007406
2000-12-05,0.04536,0.027516,0.038922
2000-12-06,-0.016468,-0.007808,-0.01822
2000-12-07,-0.005876,-0.007394,-0.005853
2000-12-08,0.028504,0.025983,0.019605
2000-12-11,0.011986,0.012066,0.007526
2000-12-12,-0.010891,-0.006372,-0.006535
2000-12-13,-0.011568,-0.006033,-0.008161
2000-12-14,-0.016984,-0.013284,-0.014015
2000-12-15,-0.017778,-0.010913,-0.021463
2000-12-18,0.005421,-0.009959,0.008071
2000-12-19,-0.015778,-0.01454,-0.012958
2000-12-20,-0.035199,-0.037619,-0.031296
2000-12-21,0.005463,-0.005028,0.008002
2000-12-22,0.030144,0.02626,0.024403
2000-12-26,0.005523,-0.005792,0.00706
2000-12-27,0.013911,0.010869,0.01044
2000-12-28,0.009406,0.022114,0.003988
2000-12-29,-0.011225,0.016053,-0.010448
2001-01-02,-0.03423,-0.001135,-0.028032
2001-01-03,0.05317,0.046223,0.050099
2001-01-04,-0.011674,0.011358,-0.010552
2001-01-05,-0.028909,-0.008606,-0.026242
2001-01-08,-0.00341,-0.005051,-0.001918
2001-01-09,0.004794,0.011814,0.003812
2001-01-10,0.01393,0.020662,0.009586
2001-01-11,0.015063,0.027183,0.010318
2001-01-12,-0.003619,0.01948,-0.006406
2001-01-16,0.006257,0.01941,0.006319
2001-01-17,0.004447,0.012761,0.002126
2001-01-18,0.012175,0.008507,0.013915
2001-01-19,-0.004109,0.003896,-0.004028
2001-01-22,0.000281,0.005431,0.000268
2001-01-23,0.015817,0.014519,0.013032
2001-01-24,0.003372,0.007312,0.002867
2001-01-25,-0.007521,-0.003247,-0.004977
2001-01-26,-0.000656,0.001978,-0.001886
2001-01-29,0.009004,0.010236,0.006805
2001-01-30,0.00659,0.009539,0.007008
2001-01-31,-0.006676,-0.000179,-0.00562
2001-02-01,0.003826,0.00199,0.005461
2001-02-02,-0.01853,-0.009217,-0.017474
2001-02-05,0.002122,-0.003787,0.003587
2001-02-06,0.000441,0.002475,-0.001514
2001-02-07,-0.008672,-0.004362,-0.008408
2001-02-08,-0.006499,-0.003159,-0.006235
2001-02-09,-0.014177,-0.009425,-0.013336
2001-02-12,0.010339,0.004846,0.011827
2001-02-13,-0.008688,-0.003474,-0.008652
2001-02-14,-0.000151,-0.000489,-0.002184
2001-02-15,0.008984,0.009292,0.008124
2001-02-16,-0.020635,-0.014248,-0.018905
2001-02-20,-0.018782,-0.012303,-0.017357
2001-02-21,-0.018405,-0.015702,-0.018508
2001-02-22,-0.00457,-0.010745,-0.001952
2001-02-23,-0.003938,-0.002983,-0.005555
2001-02-26,0.019195,0.016211,0.01749
2001-02-27,-0.01152,-0.011561,-0.00766
2001-02-28,-0.013727,-0.008442,-0.014309
2001-03-01,0.000412,-0.005542,0.00104
2001-03-02,-0.004982,0.004568,-0.00568
2001-03-05,0.005448,0.001904,0.005858
2001-03-06,0.011469,0.00997,0.009981
2001-03-07,0.006106,0.005585,0.006452
2001-03-08,-0.001235,-0.004226,0.002259
2001-03-09,-0.024339,-0.01503,-0.024764
2001-03-12,-0.042339,-0.030865,-0.043181
2001-03-13,0.014925,0.005298,0.014829
2001-03-14,-0.025008,-0.017733,-0.025842
2001-03-15,0.00332,-0.000251,0.005871
2001-03-16,-0.020802,-0.017635,-0.019624
2001-03-19,0.018614,0.009299,0.017627
2001-03-20,-0.023084,-0.00849,-0.024077
2001-03-21,-0.018702,-0.015952,-0.017924
2001-03-22,-0.004493,-0.011255,-0.004064
2001-03-23,0.020456,0.020756,0.019909
2001-03-26,0.011157,0.007494,0.011282
2001-03-27,0.022921,0.009025,0.025575
2001-03-28,-0.026036,-0.017877,-0.02443
2001-03-29,-0.005451,-0.006625,-0.00463
2001-03-30,0.012154,0.01604,0.010784
2001-04-02,-0.015566,-0.021403,-0.012462
2001-04-03,-0.035946,-0.034229,-0.034393
2001-04-04,-0.003278,-0.008305,-0.002901
2001-04-05,0.045869,0.039436,0.04368
2001-04-06,-0.020118,-0.012896,-0.019984
2001-04-09,0.009232,0.006245,0.008117
2001-04-10,0.029015,0.023253,0.027066
2001-04-11,-0.000807,0.006676,-0.002131
2001-04-12,0.015924,0.014541,0.015104
2001-04-16,-0.004957,-0.003693,-0.003228
2001-04-17,0.010484,0.004968,0.010283
2001-04-18,0.03964,0.028613,0.03889
2001-04-19,0.014654,0.015588,0.012551
2001-04-20,-0.008364,0.001176,-0.008551
2001-04-23,-0.016711,-0.008233,-0.01498
2001-04-24,-0.010891,0.001786,-0.012162
2001-04-25,0.016293,0.011509,0.015941
2001-04-26,0.004979,0.007507,0.004696
2001-04-27,0.014484,0.011156,0.01501
2001-04-30,0.000796,0.010081,-0.002865
2001-05-01,0.013246,0.010496,0.01359
2001-05-02,0.003388,0.012486,0.000782
2001-05-03,-0.015257,-0.005435,-0.014873
2001-05-04,0.01396,0.010746,0.01444
2001-05-07,-0.00317,0.001495,-0.002447
2001-05-08,-0.000626,0.004887,-0.001828
2001-05-09,-0.004339,0.000597,-0.004488
2001-05-10,-0.000433,0.003118,-0.000287
2001-05-11,-0.007514,-0.00182,-0.007577
2001-05-14,0.00098,-0.002796,0.002609
2001-05-15,0.001457,0.004045,0.000416
2001-05-16,0.027234,0.009952,0.028453
2001-05-17,0.005877,0.010524,0.002724
2001-05-18,0.002704,0.004566,0.002693
2001-05-21,0.018567,0.015978,0.016154
2001-05-22,-0.001667,0.007121,-0.002628
2001-05-23,-0.016696,-0.007041,-0.015526
2001-05-24,0.004134,0.005514,0.003196
2001-05-25,-0.009938,0.002662,-0.011816
2001-05-29,-0.010367,-0.00827,-0.007794
2001-05-30,-0.017571,-0.016166,-0.015655
2001-05-31,0.007658,0.007394,0.006202
2001-06-01,0.00539,0.006182,0.003862
2001-06-04,0.005078,0.005381,0.005108
2001-06-05,0.014223,0.011546,0.01299
2001-06-06,-0.00944,-0.003239,-0.010549
2001-06-07,0.005322,0.00545,0.005457
2001-06-08,-0.009528,-0.002055,-0.009397
2001-06-11,-0.009595,-0.00567,-0.008356
2001-06-12,0.0002,-0.00129,0.001164
2001-06-13,-0.009958,-0.00235,-0.011347
2001-06-14,-0.019201,-0.014884,-0.017502
2001-06-15,-0.004904,-0.004954,-0.004517
2001-06-18,-0.006689,-0.012842,-0.004883
2001-06-19,0.001768,-0.005603,0.003434
2001-06-20,0.009743,0.001333,0.008709
2001-06-21,0.009901,0.003729,0.011364
2001-06-22,-0.00901,-0.002499,-0.00945
2001-06-25,-0.004851,-0.000218,-0.005509
2001-06-26,-0.000155,0.004977,-0.00151
2001-06-27,-0.002117,0.004316,-0.004676
2001-06-28,0.012574,0.007565,0.012493
2001-06-29,0.004332,0.018683,-0.001452
2001-07-02,0.00534,-0.005536,0.010037
2001-07-03,-0.001734,-0.000217,-0.001827
2001-07-05,-0.012098,-0.007388,-0.012321
2001-07-06,-0.022162,-0.011844,-0.023498
2001-07-09,0.005712,0.002084,0.006879
2001-07-10,-0.014251,-0.009419,-0.014398
2001-07-11,-0.00228,-0.005392,-0.001134
2001-07-12,0.023558,0.014742,0.023691
2001-07-13,0.005369,0.003953,0.006241
2001-07-16,-0.011623,-0.007308,-0.010883
2001-07-17,0.010631,0.00525,0.009971
2001-07-18,-0.006847,-0.008035,-0.005542
2001-07-19,0.005146,0.005492,0.006053
2001-07-20,-0.00291,0.000338,-0.003432
2001-07-23,-0.01465,-0.005583,-0.016369
2001-07-24,-0.016244,-0.011498,-0.016272
2001-07-25,0.013667,0.002765,0.01608
2001-07-26,0.0115,0.00767,0.01045
2001-07-27,0.003303,0.003519,0.002402
2001-07-30,-0.001179,-0.001137,-0.001078
2001-07-31,0.004891,0.003217,0.005571
2001-08-01,0.005035,0.006447,0.00388
2001-08-02,0.00322,0.002534,0.003964
2001-08-03,-0.004627,0.000534,-0.005243
2001-08-06,-0.011013,-0.005902,-0.011422
2001-08-07,0.002247,-0.000388,0.003265
2001-08-08,-0.016731,-0.010006,-0.017328
2001-08-09,-0.00014,-0.001148,-8.4e-05
2001-08-10,0.00428,0.000754,0.005687
2001-08-13,0.002332,0.002532,0.000949
2001-08-14,-0.002438,0.001608,-0.003828
2001-08-15,-0.006807,-0.004715,-0.00734
2001-08-16,0.00192,-0.002089,0.00309
2001-08-17,-0.015924,-0.006831,-0.016663
2001-08-20,0.006837,-0.000438,0.008124
2001-08-21,-0.011467,-0.008022,-0.01208
2001-08-22,0.007436,0.004418,0.006956
2001-08-23,-0.002763,-0.003714,-0.002763
2001-08-24,0.01822,0.010825,0.019654
2001-08-27,-0.003691,-0.001755,-0.004827
2001-08-28,-0.014374,-0.007405,-0.01501
2001-08-29,-0.009583,-0.002919,-0.011115
2001-08-30,-0.015525,-0.009202,-0.017038
2001-08-31,0.004059,0.005746,0.00403
2001-09-04,-0.001656,-0.005711,-0.000565
2001-09-05,-0.003236,-0.008926,-0.001059
2001-09-06,-0.020698,-0.01419,-0.02239
2001-09-07,-0.017764,-0.011544,-0.018637
2001-09-10,0.003516,-0.007365,0.006226
2001-09-17,-0.050716,-0.042381,-0.049216
2001-09-18,-0.008315,-0.009885,-0.005805
2001-09-19,-0.017086,-0.024004,-0.016113
2001-09-20,-0.030611,-0.032694,-0.03106
2001-09-21,-0.018585,-0.020145,-0.019034
2001-09-24,0.037719,0.03319,0.038983
2001-09-25,0.007584,0.003965,0.00879
2001-09-26,-0.006027,-0.00998,-0.005167
2001-09-27,0.010694,-0.000604,0.011489
2001-09-28,0.022772,0.0251,0.021922
2001-10-01,-0.004418,-0.010052,-0.002296
2001-10-02,0.011549,0.006998,0.012306
2001-10-03,0.022146,0.02067,0.019927
2001-10-04,-0.00028,0.011089,-0.002471
2001-10-05,0.000404,0.000512,0.001636
