permno,ticker,comnam
23499,NES,NEW ENGLAND ELEC SYS
23501,POM,PEPCO HOLDINGS INC
23528,SFC,SEABOARD FINANCE CO
23536,WEC,W E C ENERGY GROUP INC
23552,FJC,FEDDERS CORP
23568,MBC,MASTERBRAND INC
23570,GEHC,G E HEALTHCARE TECHNOLOGIES INC
23579,TXT,TEXTRON INC
23587,RI,CHICAGO ROCK IS & PAC RR CO
23616,,PACIFIC FIN CORP
23660,CTAS,CINTAS CORP
23675,V,NEW YORK NEW HAVEN & HARTFORD RR
23683,FALB,FALSTAFF BREWING CORP
23712,PEG,PUBLIC SERVICE ENTERPRISE GP INC
23720,ILN,ILLINOVA CORP
23747,,ELLIOTT CO
23800,GSK,GAMBLE SKOGMO INC
23819,HAL,HALLIBURTON CO
23851,CSR,CENTRAL & SOUTH WEST CORP
23876,KVUE,KENVUE INC
23878,PDY,PEABODY COAL CO
23886,RDT,REED TOOL CO
23887,FTR,FRONTIER COMMUNICATIONS CORP
23894,CPX,COPPER RANGE CO
23907,DIN,DIANA STORES CORP
23915,GP,GEORGIA PACIFIC CORP
23931,XEL,X C E L ENERGY INC
23942,FTRE,FORTREA HOLDINGS INC
23944,PHIN,PHINIA INC
23990,ROH,ROHM & HAAS CO
24002,CIV,CONECTIV INC
24010,ETR,ENTERGY CORP NEW
24037,SMB,SUNBEAM CORP DE
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC
24053,EVRG,EVERGY INC
24061,UGC,UNITED GAS CORP
24088,ARR,ARISTAR INC
24096,EAS,ENERGY EAST CORP
24109,AEP,AMERICAN ELECTRIC POWER CO INC
24141,ANR,AMERICAN NATURAL RESOURCE CO
24174,VLTO,VERALTO CORP
24175,KLG,W K KELLOGG CO
24176,PXN,PARAMOUNT PICTURES CORP
24184,NMK,NIAGARA MOHAWK HOLDINGS INC
24192,PIN,P S I RESOURCES INC
24205,NEE,NEXTERA ENERGY INC
24221,CEG,CONSTELLATION ENERGY GROUP INC
24272,ASH,ASHLAND INC 2022
24328,EQT,E Q T CORP
24336,SCO,SCOVILL INC
24360,KSE,KEYSPAN CORP
24387,SHL,SHELLER MFG CORP
24459,PBI,PITNEY BOWES INC
24504,GFN,GENERAL FINANCIAL CORP
24539,OAT,QUAKER OATS CO
24555,AGM,AMALGAMATED SUGAR CO
24563,TXU,T X U CORP
24571,CS,CITIES SERVICE CO
24619,ET,ELTRA CORP
24627,MIS,MISSOURI PACIFIC CORP
24635,KLU,KAISERTECH LTD DE
24643,HWM,HOWMET AEROSPACE INC
24651,SRY,STANRAY CORP
24678,WLA,WARNER LAMBERT CO
24707,COE,CONE MILLS CORP
24715,MXS,MAXUS ENERGY CORP
24766,NOC,NORTHROP GRUMMAN CORP
24803,WIN,WINN DIXIE STORES INC
24811,OWC,OWENS CORNING
24854,BAW,BABCOCK & WILCOX CO
24877,SOLV,SOLVENTUM CORP
24878,GEV,G E VERNOVA INC
24889,APO,AMERICAN POTASH & CHEM CORP
24942,RTN,RAYTHEON CO
24985,AEE,AMEREN CORP
24993,JEF,JEFFERSON LAKE SULPHUR CO
25005,GRA,GRACE W R & CO
25013,SGP,SCHERING PLOUGH CORP
25022,CMCSA,COMCAST CORP
25056,ENS,ENSERCH CORP
25072,DQE,DUQUESNE LIGHT HOLDINGS INC
25081,CMA,COMERICA INC
25099,TEG,INTEGRYS ENERGY GROUP INC
25128,SDG,SMITH DOUGLASS INC
25136,,PENINSULAR TEL CO
25144,BSE,B E C ENERGY
25160,GNN,GREAT NORTHERN NEKOOSA CORP
25179,,MONTEREY OIL CO
25187,,UNIVERSAL PICTURES INC
25195,MQC,MARQUETTE CO
25216,STF,STAUFFER CHEMICAL CO
25232,OKE,ONEOK INC NEW
25320,CPB,CAMPBELLS CO
25339,DRE,DREWRYS LTD USA INC
25371,FBO,FEDERAL PAPER BOARD INC
25419,WHR,WHIRLPOOL CORP
25434,AMTM,AMENTUM HOLDINGS INC
25478,CRK,CAMPBELL RED LAKE MINES LTD
25487,CAR,AVIS BUDGET GROUP INC
25507,LTV,L T V CORP
25515,GAC,G A C CORP
25574,TRA,TRANE CO
25582,LHX,L3HARRIS TECHNOLOGIES INC
25590,NFG,NATIONAL FUEL GAS CO N J
25611,SCI,STORER COMMUNICATIONS INC
25646,MCK,MCKESSON CORP
25662,AXO,AKZONA INC
25670,PMT,PITTSBURGH METALLURGICAL INC
25689,DML,DAN RIVER INC
25697,BEC,BECKMAN INSTRUMENTS INC
25718,RYR,RYMER FOODS INC
25742,,MINUTE MAID CORP
25769,KMG,KERR MCGEE CORP
25778,CA,C A INC
25785,F,FORD MOTOR CO DEL
25873,AFN,AMERIFIN CORP
25902,GSI,GENERAL STEEL INDUSTRIES INC
25910,GEB,GERBER PRODUCTS CO
25953,DOV,DOVER CORP
25988,REV,REVLON INC
26075,EFU,EASTERN ENTERPRISES
26112,DAL,DELTA AIR LINES INC
26120,GAO,GENERAL AMERICAN OIL CO TX
26155,ITE,I T E IMPERIAL CORP
26286,IDL,IDEAL BASIC INDUSTRIES INC
26294,LIT,LITTON INDUSTRIES INC
26307,REE,RELIANCE ELECTRIC CO
26323,UNA,UNITED ARTISTS CORP
26332,CE,CONCORD E F S INC
26366,USM,U S M CORP
26382,MEE,MASSEY ENERGY CO
26390,SKB,SMITHKLINE BECKMAN CORP
26403,DIS,DISNEY WALT CO
26438,PRD,POLAROID CORP
26446,SPK,STANDARD PACKAGING CORP
26462,TIS,TISHMAN REALTY & CNSTRUCTION INC
26497,MLN,MCLEAN TRUCKING CO
26518,BOL,BAUSCH & LOMB INC
26534,MDE,MCDERMOTT INC
26542,TEN,TENNECO INC
26550,I,FIRST INTERSTATE BANCORP
26569,LY,LYKES CORP DE
26622,CHM,CHAMPION SPARK PLUG CO
26657,GAP,GREAT ATLANTIC & PAC TEA INC
26681,UPJ,UPJOHN CO
26710,L,LOEWS CORP
26729,MD,MCDONNELL DOUGLAS CORP
26737,FRO,FRONTIER CORP
26788,TXG,TEXAS GAS RESOURCES CORP
26825,K,KELLANOVA
26884,RBD,RUBBERMAID INC
26921,UD,UNIDYNAMICS CORP
27000,ICA,IMPERIAL CORP AMER
27027,MLL,MACMILLAN INC
27043,VAR,VARIAN MEDICAL SYSTEMS INC
27051,AMP,A M P INC
27086,MCA,M C A INC
27087,BV,BLOCKBUSTER ENTERTAINMENT CORP
27115,GWF,GREAT WESTERN FINANCIAL CORP
27158,CSY,CENTRAL SOYA INC
27174,JOL,JONATHAN LOGAN INC
27182,TREL,TRANSITRON ELECTRONIC CORP
27190,AHS,AMERICAN HOSPITAL SUPPLY CORP
27238,VEN,VENDO CO
27263,CFL,CORESTATES FINANCIAL CORP
27297,FCF,FIRST CHARTER FINL CORP
27342,CRF,COPELAND CORP
27422,CLF,CLEVELAND CLIFFS INC NEW
27430,CTB,COOPER TIRE & RUBBER CO
27465,PAS,PASCO INC
27473,SMF,SINGER CO
27510,KNY,COCA COLA BOTTLING CO NY INC
27537,HRW,HOLT RINEHART & WINSTON INC
27561,BO,BALTIMORE & OHIO RR CO
27596,SB,SALOMON INC
27617,MAYS,MAYS J W INC
27633,R,RYDER SYSTEMS INC
27713,ABI,APPLIED BIOSYSTEMS INC DEL
27748,FLA,FLORIDA EAST COAST IND INC
27749,CTCO,CROSS & TRECKER CORP
27756,STR,QUESTAR CORP
27764,SRR,STRIDE RITE CORP
27828,HPQ,H P INC
27836,BBKS,BOBBIE BROOKS INC
27852,FAC,FACTOR MAX & CO
27879,HC,HELENE CURTIS INDS INC
27887,BAX,BAXTER INTERNATIONAL INC
27916,GNN,GINN & CO
27924,HBJ,HARCOURT BRACE JOVANOVICH INC
27940,TET,TEXAS EASTERN CORP
27959,DUK,DUKE ENERGY CORP NEW
27983,XRX,XEROX HOLDINGS CORP
27991,PNW,PINNACLE WEST CAPITAL CORP
28003,LSO,LEESONA CORP
28089,MMA,MARTIN MARIETTA ALUM INC
28118,NC,NACCO INDUSTRIES INC
28134,BKO,BAKER INTERNATIONAL CORP
28169,FCI,FAIRCHILD CAMERA & INSTR CORP
28177,FFI,FINANCIAL FEDERATION INC
28222,APD,AIR PRODUCTS & CHEMICALS INC
28265,UFL,UNITED FINANCIAL CORP CA
28281,,LERNER STORES CORP
28345,MUR,MURPHY OIL CORP
28353,RAL,RALSTON PURINA CO
28388,VNO,VORNADO INC
28433,KCC,KAISER CEMENT CORP
28484,HES,HESS CORP
28505,CBM,CHESEBROUGH PONDS INC
28513,MMX,MAGMA COPPER CO
28548,TFB,TAFT BROADCASTING CO
28580,MET,METROMEDIA INC
28804,ALK,ALASKA AIRGROUP INC
28847,U,U S AIRWAYS GROUP INC
28994,ACR,AMERICAN CREDIT CORP
29102,NBR,NABORS INDUSTRIES INC
29196,NAE,NORAM ENERGY CORP
29911,BWN,BROWN CO
29946,BF,BROWN FORMAN CORP
29962,FIN,FINANCIAL CORP AMER
30067,DIGI,D S C COMMUNICATIONS CORP
30330,CCB,CAPITAL CITIES ABC INC
30365,CMK,CARNATION CO
30382,DG,DOLLAR GENERAL CORP
30681,OMC,OMNICOM GROUP INC
30912,CBL,CORROON & BLACK CORP
30940,FLS,FLOWSERVE CORP
31536,ECH,ECHLIN INC
31659,EAF,EMERY AIR FGHT CORP
31763,FBG,FABERGE INC
32141,GDVI,G D V INC
32205,GFS,GIANT FOOD INC
32379,GLK,GREAT LAKES CHEM CORP
32475,PCI,PARAMOUNT COMMUNICATIONS INC
32563,HPH,HARNISCHFEGER INDUSTRIES INC
32707,HP,HELMERICH & PAYNE INC
32791,WFT,WEATHERFORD INTL INC NEW
32803,DINO,H F SINCLAIR CORP
32870,HRL,HORMEL FOODS CORP
32942,HUBB,HUBBELL INC
32986,ATO,ATMOS ENERGY CORP
33056,INA,I N A CORP
33312,SAI,SUNAMERICA INC
33785,LOR,LORAL CORP
33814,LLX,LOUISIANA LAND & EXPLORATION CO
33873,MAK,MACKE CO
34024,MDC,MARYLAND CUP CORP
34032,MAS,MASCO CORP
34040,VAT,VARITY CORP
34147,MAI,M A COM INC
34550,NUM,NATIONAL UNION ELECTRIC CORP
34746,FITB,FIFTH THIRD BANCORP
34817,NUE,NUCOR CORP
34833,OXY,OCCIDENTAL PETROLEUM CORP
34841,COV,COVANTA ENERGY CORP
35044,RF,REGIONS FINANCIAL CORP NEW
35051,PLL,PALL CORP
35166,PBD,PEABODY INTERNATIONAL CORP
35211,PZE,PENNZENERGY CO
35238,PBY,PEP BOYS MANNY MOE & JACK
35554,MTB,M & T BANK CORP
36003,ROL,ROLLINS INC
36127,FSR,FIRSTAR CORP NEW WIS
36397,FHN,FIRST HORIZON CORP
36468,SHW,SHERWIN WILLIAMS CO
36469,WB,WACHOVIA CORP 2ND NEW
36505,SGN,SIGNAL COMPANIES INC
36978,STO,STONE CONTAINER CORP
37065,SGL,SUPERMARKETS GENERAL CORP
37161,TE,T E C O ENERGY INC
37284,ANDV,ANDEAVOR
37584,BEN,FRANKLIN RESOURCES INC
38041,WFI,WHEELABRATOR FRYE INC
38093,AJG,GALLAGHER ARTHUR J & CO
38156,WMB,WILLIAMS COS
38280,GNE,GENENTECH INC
38324,HBL,HEUBLEIN INC
38404,BRK,BRACH E J & SONS INC
38455,HJ,HOWARD JOHNSON CO
38551,WCI,WARNER COMMUNICATIONS INC
38578,TNB,THOMAS & BETTS CORP
38682,RRD,DONNELLEY R R & SONS CO
38703,WFC,WELLS FARGO & CO NEW
38762,NI,NISOURCE INC
38850,SKY,CHAMPION HOMES INC
38885,WRC,WARNACO INC
38893,CGP,COASTAL CORP
38914,CEN,CERIDIAN CORP NEW
38930,URB,URIS BUILDINGS CORP
38973,PAS,PEPSIAMERICAS INC NEW
39087,S,SPRINT NEXTEL CORP
39140,CLN,COLEMAN INC
39263,STA,STALEY CONTINENTAL INC
39271,ARA,A R A SERVICES INC
39300,NRT,NORTON CO
39335,CTC,CONTEL CORP
39394,OVT,OVERNITE TRANSPORTATION CO
39458,SVM,SERVOMATION CORP
39490,APA,A P A CORP
39538,MAT,MATTEL INC
39626,WS,WARNER & SWASEY CO
39642,BDX,BECTON DICKINSON & CO
39669,HIA,HOLIDAY CORP
39765,HDL,HANDLEMAN CO
39896,SAF,SANTA FE INTERNATIONAL CORP
39917,WY,WEYERHAEUSER CO
39992,PRX,PUREX INDUSTRIES INC
40010,SRL,SEARLE G D & CO
40053,LKS,LUCKY STORES INC
40061,TEK,TEKTRONIX INC
40125,DXC,D X C TECHNOLOGY CO
40141,ECK,ECKERD JACK CORP
40221,TKA,TONKA CORP
40272,IFF,INTERNATIONAL FLAVORS & FRAG INC
40301,JWC,WALTER JIM CORP
40352,CHH,CARTER HAWLEY HALE STORES INC
40416,AVP,AVON PRODUCTS INC
40432,CID,CORONET INDUSTRIES INC
40483,TWX,TIME WARNER INC
40484,HBOC,H B O & CO
40539,TJX,T J X COMPANIES INC NEW
40635,TMC,TIMES MIRROR CO
40723,SFN,S F N COMPANIES INC
40758,DRX,DREXEL ENTERPRISES INC
40790,KOE,KOEHRING CO
40838,H,HARCOURT GENERAL INC
40854,COX,COX COMMUNICATION INC
41080,CMI,CUMMINS INC
41081,SNC,SHAWMUT NATIONAL CORP
41160,HWC,HOERNER WALDORF CORP
41179,NLC,NALCO CHEMICAL CO
41355,PH,PARKER HANNIFIN CORP
41427,WPM,WEST POINT PEPPERELL INC
41443,AT,ALLTEL CORP
41478,HOB,HOBART CORP
41486,RE,REDMAN INDUSTRIES INC
41515,FDB,FOODBRANDS AMERICA INC
41523,TXO,TEXAS OIL & GAS CORP
41662,RDS,REVCO D S INC
41718,CMB,CHASE MANHATTAN CORP
41785,EXC,ESSEX INTERNATIONAL INC
41929,CNW,CON WAY INC
41953,GAF,G A F CORP
42024,OMX,OFFICEMAX INC NEW
42075,GLR,GROLIER INC
42083,ACV,ALBERTO CULVER CO NEW
42104,JOS,JOSTENS INC
42200,RVTY,REVVITY INC
42235,AAF,AMERICAN AIR FILTER INC
42323,RGLD,RHEINGOLD CORP
42462,TFD,THRIFTY CORP
42526,DEN,DENNYS INC
42534,JCI,JOHNSON CONTROLS INC
42550,NEU,NEWMARKET CORP
42569,UNC,U N C INC
42585,SJM,SMUCKER J M CO
42606,BNS,B N S CO
42657,CYM,CYPRUS MINES CORP
42753,PHL,PHILIPS INDUSTRIES INC
42796,MDP,MEREDITH CORP
42833,PPW,PACIFICORP
42877,JBHT,HUNT J B TRANSPORT SERVICES INC
42906,HBAN,HUNTINGTON BANCSHARES INC
42999,SAA,SANDERS ASSOCIATES INC
43094,PKA,PIKE CORP AMER
43123,ATI,A T I INC
43132,HYST,HYSTER CO
43203,HNS,HANES CORP
43298,IMSI,I M S INTERNATIONAL INC
43318,LTC,LEASEWAY TRANSPORTATION CORP
43342,ESY,E SYSTEMS INC
43350,SWK,STANLEY BLACK & DECKER INC
43449,MCD,MCDONALDS CORP
43502,CHI,CROUSE HINDS CO
43510,MB,MILTON BRADLEY CO
43553,VFC,V F CORP
43609,GG,GREEN GIANT CO
43610,IMNX,IMMUNEX CORP NEW
43633,SDS,SCIENTIFIC DATA SYS INC
43772,BMS,BEMIS CO INC
43916,DEC,DIGITAL EQUIPMENT CORP
44062,SMI,SPRINGS INDUSTRIES INC
44206,ES,EVERSOURCE ENERGY
44273,BBL,BLUE BELL INC
44329,TFX,TELEFLEX INC
44505,GID,GIDDINGS & LEWIS INC
44601,AVY,AVERY DENNISON CORP
44644,ADP,AUTOMATIC DATA PROCESSING INC
44652,ASC,AMERICAN STORES CO NEW
44792,INGR,INTERGRAPH CORP
44951,SVU,SUPERVALU INC
45014,RAM,RAMADA INNS INC
45065,MSA,MESA PETROLEUM CO
45081,SLZ,SCHLITZ JOS BREWING CO
45225,VHI,VALHI INC NEW
45241,FRX,FOREST LABS INC
45277,IGT,INTERNATIONAL GAME TECHNOLOGY
45356,TYC,TYCO INTERNATIONAL LTD
45428,GLM,GLOBAL MARINE INC
45495,RDC,ROWAN COMPANIES INC
45604,SQB,SQUIBB CORP
45620,GWU,GREAT WESTERN UNITED CORP
45663,PPI,PETER PAUL INC
45671,SFA,SCIENTIFIC ATLANTA INC
45751,MMC,MARSH & MCLENNAN COS INC
45794,SII,SMITH INTERNATIONAL INC
45911,SWKS,SKYWORKS SOLUTIONS INC
45970,ZRN,ZURN INDUSTRIES INC
46201,MAE,MONROE AUTO EQUIP CO
46228,FLC,R & B FALCON CORP
46252,IBP,IOWA BEEF PROCESSORS INC
46288,JWP,J W P INC
46295,FLE,FLEETWOOD ENTERPRISES INC
46391,HNG,HOUSTON NATURAL GAS CORP
46447,NSI,NORTON SIMON INC
46544,JERR,JERRICO INC
46578,CLX,CLOROX CO
46594,USH,USLIFE CORP
46615,CLO,COLECO INDUSTRIES INC
46658,CIC,CONTINENTAL CORP
46674,GPC,GENUINE PARTS CO
46682,SFF,SANTA FE INDS INC
46703,HMT,HOST MARRIOTT CORP
46754,AMI,AMERICAN MEDICAL INTL INC
46850,AET,AETNA INC
46877,BCR,BARD C R INC
46886,KLAC,K L A CORP
46922,RAD,RITE AID CORP
47028,NEC,NATIONAL EDUCATION CORP
47052,CNT,CENTEL CORP
47079,CCI,CITICORP
47159,FBF,FLEETBOSTON FINANCIAL CORP
47175,CC,CIRCUIT CITY STORES INC
47271,FLM,FLEMING COMPANIES INC
47300,TIC,TRAVELERS CORP
47386,DFC,DIAL CORP
47466,NYT,NEW YORK TIMES CO
47482,KTY,KENTUCKY FRIED CHICKEN CORP
47490,RML,RUSSELL CORP
47562,SFR,SCHAEFER F & M CORP
47626,CNA,C N A FINANCIAL CORP
47837,MKC,MARION MERRELL DOW INC
47896,JPM,JPMORGAN CHASE & CO
47941,TGNA,TEGNA INC
47992,BEV,BEVERLY ENTERPRISES
48071,JPM,MORGAN J P & CO INC
48119,UC,UTAH INTERNATIONAL INC
48223,MHC,MANUFACTURERS HANOVER CORP
48258,RGI,RIO GRANDE INDS INC
48267,LSI,L S I CORP NEW
48274,GAS,NICOR INC
48354,BT,BANKERS TRUST CORP
48397,AGC,AMERICAN GENERAL CORP
48434,ID,IDEAL TOY CORP
48485,JP,JEFFERSON PILOT CORP
48486,LRCX,LAM RESH CORP
48506,MCO,MOODYS CORP
48514,IKN,IKON OFFICE SOLUTIONS INC
48549,SED,SEDCO INC
48565,UH,U S HOME CORP
48653,HUM,HUMANA INC
48725,UNP,UNION PACIFIC CORP
48960,KRI,KNIGHT RIDDER INC
49015,LNC,LINCOLN NATIONAL CORP
49154,TGT,TARGET CORP
49373,HRB,BLOCK H & R INC
49429,DDS,DILLARDS INC
49592,CRD,CREDITHRIFT FINANCIAL INC
49606,LINB,LIN BROADCASTING CORP
49656,BK,BANK OF NEW YORK MELLON CORP
49680,DHR,DANAHER CORP
49744,PCH,POTLATCH CORP
49905,KATE,KATE SPADE & CO
49920,GNO,GINOS INC
50017,RRC,RANGE RESOURCES CORP
50024,WFC,WELLS FARGO & CO NEW
50032,ABS,ALBERTSONS INC
50156,LOTS,LOTUS DEVELOPMENT CORP
50200,WB,WACHOVIA CORP NEW
50227,BNI,BURLINGTON NORTHERN SANTA FE CP
50403,GACC,GREAT AMERICAN COMMUNICATIONS CO
50404,MCIC,M C I COMMUNICATIONS CORP
50534,BEL,BELDEN CORP
50737,BRK,BROCKWAY INC NY
50876,LLY,LILLY ELI & CO
50905,JH,HARLAND JOHN H CO
50906,ADCT,A D C TELECOMMUNICATIONS INC
50956,FG,U S F & G CORP
51043,FNM,FEDERAL NATIONAL MORTGAGE ASSN
51263,MTW,MANITOWOC CO INC
51369,TER,TERADYNE INC
51377,NSM,NATIONAL SEMICONDUCTOR CORP
51561,HCA,HOSPITAL CORP AMERICA
51588,SUB,SUMMIT BANCORP
51596,KMI,KINDER MORGAN INC KANSAS
51625,SCI,SERVICE CORP INTERNATIONAL
51706,MI,MARSHALL & ILSLEY CORP NEW
51772,BKB,BANKBOSTON CORP
51799,OMC,MAYER OSCAR & CO INC DE
52038,SYY,SYSCO CORP
52062,RYN,RYAN HOMES INC
52070,EDS,ELECTRONIC DATA SYS CORP
52090,MKC,MCCORMICK & CO INC
52230,RHI,ROBERT HALF INC
52329,J,JACOBS SOLUTIONS INC
52337,THC,TENET HEALTHCARE CORP
52476,EFX,EQUIFAX INC
52505,FFB,FIRST FIDELITY BANCORP NEW
52564,LVI,LEVI STRAUSS & CO
52695,GWW,GRAINGER W W INC
52708,LEN,LENNAR CORP
52821,MTL,MERCANTILE BANCORPORATION INC
52919,MER,MERRILL LYNCH & CO INC
52978,HAS,HASBRO INC
53065,IPG,INTERPUBLIC GROUP COS INC
53081,PVN,PROVIDIAN CORP
53225,GHC,GRAHAM HOLDINGS CO
53401,THY,TRANSITIONAL HOSPITALS CORP
53479,GDW,GOLDEN WEST FINANCIAL CORP
53612,LDG,LONGS DRUG STORES INC
53613,MU,MICRON TECHNOLOGY INC
53786,BFI,BROWNING FERRIS INDUSTRIES INC
53831,CTX,CENTEX CORP
53858,FNB,FIRST CHICAGO CORP
53866,FDO,FAMILY DOLLAR STORES INC
53903,FPA,FIRST PENNSYLVANIA CORP
53938,RNB,REPUBLIC NEW YORK CORP
54009,CHG,CHICAGO MILWAUKEE CORP
54148,PHM,PULTE GROUP INC
54181,MIL,MILLIPORE CORP
54447,PDQ,PRIME MOTOR INNS INC
54463,PWJ,PAINE WEBBER GROUP INC
54615,NLT,N L T CORP
54754,FHP,FORT HOWARD CORP
54827,MOLX,MOLEX INC
55079,MRN,MORRISON KNUDSEN CORP
55212,SPXC,S P X TECHNOLOGIES INC
55351,SLC,SOUTHLAND CORP
55386,EVT,ENVIROTECH CORP
55685,HOI,HOUSTON OIL & MINERALS CORP
55976,WMT,WALMART INC
56012,PIZ,PIZZA HUT INC DE
56098,IN,INLAND CONTAINER CORP
56186,SCV,S C A SERVICES INC
56223,LPX,LOUISIANA PACIFIC CORP
56232,NCC,NATIONAL CITY CORP
56266,AHM,AHMANSON H F & CO
56274,CAG,CONAGRA BRANDS INC
56450,FCN,FIRST CHICAGO N B D CORP
56485,HT,HUGHES TOOL CO
56573,ITW,ILLINOIS TOOL WORKS INC
56805,IFC,INTERFIRST CORP
56864,GHB,HEILEMAN G BREWING INC
57234,TRR,TRACOR INC
57250,CBK,CONTINENTAL BANK CORP
57381,WMX,WASTE MANAGEMENT INC NEW
57488,BKI,BEKER INDUSTRIES CORP
57568,BALL,BALL CORP
57592,DGN,DATA GENERAL CORP
57665,NKE,NIKE INC
57809,NDSN,NORDSON CORP
57817,JWN,NORDSTROM INC
57904,AFL,AFLAC INC
58085,WSN,WESTERN COMPANY OF NORTH AMERICA
58093,TCB,TEXAS COMMERCE BANCSHARES INC
58094,NFB,NORTH FORK BANCORPORATION NY INC
58246,NTRS,NORTHERN TRUST CORP
58296,FRM,FIRST MISSISSIPPI CORP
58318,TEX,TEREX CORP NEW
58464,STK,STORAGE TECHNOLOGY CORP
58472,E,TRANSCO ENERGY CO
58480,BLY,BALLY ENTERTAINMENT CORP
58596,NOXL,NOXELL CORP
58659,NWP,NORTHWEST ENERGY CO
58683,LUV,SOUTHWEST AIRLINES CO
58819,LNT,ALLIANT ENERGY CORP
58827,BAC,BANKAMERICA CORP
58990,DJ,DOW JONES & CO INC
59010,GAP,GAP INC
59176,AXP,AMERICAN EXPRESS CO
59184,BUD,ANHEUSER BUSCH COS INC
59192,CB,CHUBB CORP
59205,CHU,CHURCHS FRIED CHICKEN INC
59221,CGN,CONNECTICUT GENERAL CORP
59248,TAP,MOLSON COORS BEVERAGE CO
59328,INTC,INTEL CORP
59345,OK,OLD KENT FINANCIAL CORP
59379,MEL,MELLON FINANCIAL CORP
59408,BAC,BANK OF AMERICA CORP
59416,PABT,PABST BREWING CO
59432,CBB,CALIBER SYSTEM INC
59440,SAF,SAFECO CORP
59459,TRV,TRAVELERS COMPANIES INC
59467,WLB,WESTMORELAND COAL CO
59483,YELL,YELLOW CORP NEW
59707,DPT,DATAPOINT CORP
59811,TYM,TYMSHARE INC
59926,MNR,MANOR CARE INC
60046,AMH,AMDAHL CORP
60097,MDT,MEDTRONIC INC
60206,SNA,SNAP ON INC
60337,PRM,PRIME COMPUTER INC
60441,MIR,MIRAGE RESORTS INC
60442,PNC,P N C FINANCIAL SERVICES GRP INC
60506,PCAR,PACCAR INC
60572,RM,ROLM CORP
60599,LUMN,LUMEN TECHOLOGIES INC
60628,FDX,FEDEX CORP
60839,SPC,SECURITY PACIFIC CORP
60871,ADI,ANALOG DEVICES INC
60900,CVN,COMPUTERVISION CORP
60943,LEG,LEGGETT & PLATT INC
60986,NWL,NEWELL BRANDS INC
61065,TOY,TOYS R US INC
61241,AMD,ADVANCED MICRO DEVICES INC
61284,BBI,BARNETT BANKS INC
61399,LOW,LOWES COMPANIES INC
61516,BIO,BIO RAD LABORATORIES INC
61583,FJ,FORT JAMES CORP
61621,PAYX,PAYCHEX INC
61663,TOS,TOSCO CORP
61735,AON,AON CORP
61743,DLX,DELUXE CORP
61794,MGM,M G M U A ENTERTAINMENT CO
61815,NBL,NOBLE ENERGY INC
61890,HWR,WALKER HIRAM RES LTD
61970,KRA,KRAFT INC NEW
62092,TMO,THERMO FISHER SCIENTIFIC INC
62148,CSX,C S X CORP
62164,CYR,CRAY RESEARCH INC
62252,GRN,GENERAL RE CORP
62308,GL,GLOBE LIFE INC
62498,WST,WEST PHARMACEUTICAL SERVICES INC
62519,ESV,E N S C O INTERNATIONAL INC
62770,ASO,AMSOUTH BANCORPORATION
62834,EC,ENGELHARD CORP
63060,WEN,WENDYS INTERNATIONAL INC
63096,PHB,PIONEER HI BRED INTL INC
63108,CNW,C N W CORP
63255,NB,NABISCO BRANDS INC
63467,BRO,BROWN & BROWN INC
63765,SWN,SOUTHWESTERN ENERGY CO
63802,UCT,UNITED CABLE TELEVISION
63830,PCP,PRECISION CASTPARTS CORP
63845,AAL,ALEXANDER & ALEXANDER SVCS INC
64020,LUB,LUBYS INC
64064,PCLB,PRICE CO
64186,CI,CIGNA GROUP
64207,CUL,CULLINET SOFTWARE INC
64282,BBWI,BATH & BODY WORKS INC
64311,NSC,NORFOLK SOUTHERN CORP
64346,RYC,RAYCHEM CORP
64390,PGR,PROGRESSIVE CORP OH
64477,SK,SAFETY KLEEN CORP NEW
64531,PVT,PROVIDENT COMPANIES INC
64565,CFC,COUNTRYWIDE FINANCIAL CORP
64856,AZA,ALZA CORP
64936,D,DOMINION ENERGY INC
64995,KEY,KEYCORP NEW
65066,SK,SAFETY KLEEN CORP
65138,ONE,BANK ONE CORP
65330,LM,LEGG MASON INC
65402,AOS,SMITH A O CORP
65541,COO,COOPER COMPANIES INC
65787,TRB,TRIBUNE COMPANY NEW
65816,WAN,WANG LABORATORIES INC
65859,AIT,AMERITECH CORP
65875,VZ,VERIZON COMMUNICATIONS INC
65883,BLS,BELLSOUTH CORP
66018,NYN,NYNEX CORP
66026,PAC,PACIFIC TELESIS GROUP
66069,SFX,SANTA FE PAC CORP
66093,T,A T & T INC
66114,TIN,TEMPLE INLAND INC
66122,USW,U S WEST INC NEW
66157,USB,U S BANCORP DEL
66181,HD,HOME DEPOT INC
66325,SLM,S L M CORP
66384,WDC,WESTERN DIGITAL CORP
66800,AIG,AMERICAN INTERNATIONAL GROUP INC
67467,BIG,BIG LOTS INC
67571,GNT,GREEN TREE FINANCIAL CORP
68049,RYAN,RYANS RESTAURANT GROUP INC
68144,STI,SUNTRUST BANKS INC
68304,BSC,BEAR STEARNS COMPANIES INC
68347,CPQ,COMPAQ COMPUTER CORP
68523,CFS,COMFORCE CORP
68591,STJ,ST JUDE MEDICAL INC
68857,CVC,CABLEVISION SYSTEMS CORP
69024,LT,LORIMAR TELEPICTURES CORP
69032,MS,MORGAN STANLEY DEAN WITTER & CO
